slug,title,author,published,category,section_label,description,hero_image,hero_image_local,source_url
riaa-and-isps-lock-horns-before-congress-31621,RIAA and ISPs Lock Horns Before Congress,John P. Mello Jr.,"September 18, 2003 2:46 PM PT",Technology,,"At a hearing of the U.S. Senate Commerce Committee yesterday, Big Music squared off with ISPs on a bill that would modify how copyright owners can pursue digital pirates through the courts. The bill would require copyright holders to file a civil lawsuit before obtaining a subpoena to gather personal information on alleged music pirates from an ISP. Currently, anyone claiming to be a copyright holder can obtain a subpoena to discover the name, address and telephone number of any Internet user alleged to be infringing a copyright. All the seeker needs to do is file a request with a court clerk, who is required by law to issue it.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/riaa.jpg,images/riaa-and-isps-lock-horns-before-congress-31621.jpg,https://www.technewsworld.com/story/riaa-and-isps-lock-horns-before-congress-31621.html
riaa-details-subpoena-strategy-31372,RIAA Details Subpoena Strategy,Jay Lyman,"August 19, 2003 8:59 AM PT",Security,,"In responding to concerns voiced by U.S. Senator Norm Coleman, the Recording Industry Association of America has detailed its strategy for pursuing and prosecuting ""egregious"" infringers of copyright law. The recording industry group -- which announced in June its plans to seek out and possibly sue individual file traders who use peer-to-peer (P2P) networks to obtain and share copyrighted music -- said in a letter to Coleman that it had requested 1,075 subpoenas through the first week of August.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/music-piracy-5-con.jpg,images/riaa-details-subpoena-strategy-31372.jpg,https://www.technewsworld.com/story/riaa-details-subpoena-strategy-31372.html
riaa-settles-first-lawsuit-against-12-year-old-brianna-lahara-31561,RIAA Settles First Lawsuit Against 12-Year-Old Brianna LaHara,"John P. Mello, Jr.","September 11, 2003 1:59 PM PT",Technology,,"If you're one of the remaining 260 defendants targeted in lawsuits by the Recording Industry Association of America for music piracy on the Internet, don't count on being bailed out of your jam by P2P United. The group, which represents major file-sharing sites on the Net, has pledged to pay the $2,000 settlement in the case of a 12-year-old Manhattan honor student targeted by the RIAA for illegally downloading music. But the group's beneficence will be limited to this single episode, according to P2P United executive director Adam Eisgrau.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/Brianna-LaHara-riaa.jpg,images/riaa-settles-first-lawsuit-against-12-year-old-brianna-lahara-31561.jpg,https://www.technewsworld.com/story/riaa-settles-first-lawsuit-against-12-year-old-brianna-lahara-31561.html
riaa-showdown-set-fcc-rules-blasted-31585,"RIAA Showdown Set, FCC Rules Blasted",Jay Lyman,"September 15, 2003 3:06 PM PT",Security,,"Verizon's U.S. District Court appeal over the subpoena powers granted to the Recording Industry Association of America, to be considered Tuesday, calls into question the music industry group's tactics and highlights privacy concerns. The RIAA has pushed forward with its strategy of pursuing individual Internet subscribers who allegedly trade copyrighted music over peer-to-peer (P2P) networks such as Kazaa and Grokster, filing more than 261 lawsuits against computer users last week.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/riaa-sues-swappers-2.jpg,images/riaa-showdown-set-fcc-rules-blasted-31585.jpg,https://www.technewsworld.com/story/riaa-showdown-set-fcc-rules-blasted-31585.html
riaa-subpoenas-rejected-questioned-31313,"RIAA Subpoenas Rejected, Questioned",Jay Lyman,"August 11, 2003 1:21 PM PT",Security,,"Privacy advocates and foes of the Recording Industry Association of America's campaign to subpoena the names of file-sharing computer users from universities and service providers have won a small battle in the war over online music trading. A U.S. District Court has invalidated the RIAA's subpoenas to two Massachusetts universities. The court upheld arguments by MIT and Boston College that subpoenas requesting information about university students may not be obtained in Washington, D.C., where the RIAA filed the rest of the estimated 1,000-plus subpoenas it has used to seek out illegal file sharers.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/riaa-setback-1.jpg,images/riaa-subpoenas-rejected-questioned-31313.jpg,https://www.technewsworld.com/story/riaa-subpoenas-rejected-questioned-31313.html
rims-world-capable-color-blackberry-7230-arrives-31312,RIM's World-Capable Color BlackBerry 7230 Arrives,Kirk L. Kroeker,"August 11, 2003 11:20 AM PT",Technology,PRODUCT PROFILE,"In an effort to provide businesspeople with an affordable, all-in-one mobile device, T-Mobile USA and Research In Motion have introduced the triband BlackBerry 7230 wireless handheld. For many business travelers, the ability to use the same device for wireless voice and e-mail connectivity while traveling globally would be a big step forward. The new device's GSM/GPRS triband functionality -- coupled with T-Mobile's international presence -- offers seamless wireless coverage, so BlackBerry 7230 customers can make and receive phone calls in more than 100 countries worldwide.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/blackberry-7230-1.jpg,images/rims-world-capable-color-blackberry-7230-arrives-31312.jpg,https://www.technewsworld.com/story/rims-world-capable-color-blackberry-7230-arrives-31312.html
risking-innovation-darpa-in-the-limelight-31385,Risking Innovation: DARPA in the Limelight,David Halperin,"August 21, 2003 3:20 AM PT",Computing,TECHNOLOGY SPECIAL REPORT,"Established in 1958, the Defense Advanced Projects Research Agency -- most commonly known as DARPA -- has played a pivotal role in supporting innovative research, hosting some of the best as well as the strangest research projects, and garnering a reputation as a hugely influential center of intellectual excellence. But the organization has come under increasingly critical scrutiny in those areas where its spirit of scientific adventure has bumped into the hard realities of domestic politics.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/darpa-1.jpg,images/risking-innovation-darpa-in-the-limelight-31385.jpg,https://www.technewsworld.com/story/risking-innovation-darpa-in-the-limelight-31385.html
rugged-computing-the-consumer-trajectory-31405,Rugged Computing: The Consumer Trajectory,Kirk L. Kroeker,"August 22, 2003 2:01 PM PT",Hardware,TECHNOLOGY SPECIAL REPORT,"The rugged-computing industry -- which seeks to make computers compatible with environments that are at odds with delicate electronics -- is one of the fastest-growing segments of the mobile-computing marketplace. Surprisingly, research firm Venture Development estimates the rugged-computing market will reach $6 billion in sales worldwide by 2005. As wireless technology has saturated the computing marketplace over the past few years, field applications have correspondingly flourished. Without rugged-computing technology, these field applications would be hamstrung.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/rugged-computer-1.jpg,images/rugged-computing-the-consumer-trajectory-31405.jpg,https://www.technewsworld.com/story/rugged-computing-the-consumer-trajectory-31405.html
samsung-unveils-fastest-mobile-cpu-on-the-market-31155,Samsung Unveils Fastest Mobile CPU on the Market,Jay Lyman,"July 21, 2003 9:23 AM PT",Hardware,,"Korean electronics giant Samsung has announced a new mobile processor with a clock speed of up to 533 MHz. The company called the new processor the ""world's fastest mobile CPU"" and promised it will offer new functions and services for mobile phones and PDAs. Aberdeen Group chief research officer Peter Kastner told TechNewsWorld that the new CPU will speed and enhance handheld functions, such as encrypting e-mail and compressing digital images. However, he said, Samsung might have difficulty getting the new processor into phones and PDAs other than its own.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/samsung-s3c2440chip-1.jpg,images/samsung-unveils-fastest-mobile-cpu-on-the-market-31155.jpg,https://www.technewsworld.com/story/samsung-unveils-fastest-mobile-cpu-on-the-market-31155.html
sans-institute-names-top-20-software-vulnerabilities-31812,SANS Institute Names Top 20 Software Vulnerabilities,Jay Lyman,"October 9, 2003 10:37 AM PT",Security,,"In an effort to send a clear message through the noise of constant software security warnings, the SysAdmin Audit Network Security (SANS) research group has released its list of the year's top 20 vulnerabilities. The SANS institute -- which divided vulnerabilities into two lists of 10 for Windows and 10 for Unix/Linux -- put Microsoft's IIS and SQL servers, Windows authentication, Internet Explorer and Windows Remote Access Services at the top of the list.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/windows-bugs-1.jpg,images/sans-institute-names-top-20-software-vulnerabilities-31812.jpg,https://www.technewsworld.com/story/sans-institute-names-top-20-software-vulnerabilities-31812.html
sbc-fights-back-over-riaa-subpoenas-31236,SBC Fights Back over RIAA Subpoenas,Jay Lyman,"July 31, 2003 9:29 AM PT",Technology,,"After receiving nearly 200 subpoenas to turn over information about users of its Internet service, communications giant SBC has filed suit against the Recording Industry Association of America (RIAA), calling the subpoenas a misapplication of copyright law. In a U.S. District Court complaint, filed by SBC's Pacific Bell Internet Service in San Francisco, the communications company claimed the RIAA is wrongly using the subpoena powers of the Digital Millennium Copyright Act.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/legal-6.jpg,images/sbc-fights-back-over-riaa-subpoenas-31236.jpg,https://www.technewsworld.com/story/sbc-fights-back-over-riaa-subpoenas-31236.html
sco-claims-copyright-trumps-gpl-31357,SCO Claims Copyright Trumps GPL,Jay Lyman,"August 15, 2003 1:54 PM PT",Computing,,"The legal battle over alleged unauthorized incorporation of Unix source code into Linux is leading to scrutiny of the GNU General Public License that covers the use and distribution of open-source software. In its $3 billion lawsuit against IBM, SCO has claimed commercial users of Linux are benefiting from SCO Unix V source code used by IBM in its AIX system and in Linux. SCO has made copyright claims that it says preempt the stipulations of the GPL, which IBM has invoked in its countersuit claims.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sco-gpl-linux-1.jpg,,https://www.technewsworld.com/story/sco-claims-copyright-trumps-gpl-31357.html
sco-takes-linux-licensing-fight-further-31166,SCO Takes Linux Licensing Fight Further,Jay Lyman,"July 22, 2003 1:04 PM PT",Computing,,"Despite skepticism from several Linux supporters, Unix software maker SCO has reiterated its claims that the Linux kernel -- versions 2.4.x and later -- incorporates the company's own proprietary source code. SCO has called on Linux users to purchase licenses to avoid copyright infringement. Lindon, Utah-based SCO has been in a legal battle with IBM for the past four months, claiming that Linux contains Unix System V source code and calling Linux ""an unauthorized derivative of Unix.""",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/conflict-2.jpg,images/sco-takes-linux-licensing-fight-further-31166.jpg,https://www.technewsworld.com/story/sco-takes-linux-licensing-fight-further-31166.html
sco-vs-ibm-the-other-reality-31479,SCO vs. IBM: The Other Reality,Rob Enderle,"September 2, 2003 2:30 PM PT",Computing,OPINION,"The other day I was asked what the odds were that SCO would win against IBM. On the basis of how the two parties were behaving, I offered a range of between 55 and 65 percent. One of the strongest indications I have that SCO might win is that several of the financial analyst groups who work with me, after reviewing the SCO submissions, have concluded that SCO might actually have the advantage. These firms are relatively unbiased and, generally, if they do have bias, it would typically favor a company like IBM with which they have substantial interest.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sco-vs-ibm-1.jpg,,https://www.technewsworld.com/story/sco-vs-ibm-the-other-reality-31479.html
sco-yanks-second-ibm-license-31344,SCO Yanks Second IBM License,Jay Lyman,"August 14, 2003 9:13 AM PT",Applications,"August 27, 2026 01:44:56 AM","SCO has broadened its licensing attack against IBM by terminating a Sequent license on the same grounds it used as the basis for its earlier claims against IBM. SCO maintains that its Unix source code was used in Linux and therefore violates SCO's rights. SCO, suing IBM for billions in an intellectual property suit, has claimed that commercial Linux users are willing to pay for a license to continue using the open-source software. However, the company has drawn the ire of most open-source proponents as well as legal return fire from the likes of Linux distributor Red Hat.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibm-linux-sco-2.jpg,images/sco-yanks-second-ibm-license-31344.jpg,https://www.technewsworld.com/story/sco-yanks-second-ibm-license-31344.html
scos-evidence-raises-questions-about-case-31386,SCO's Evidence Raises Questions About Case,Jay Lyman,"August 20, 2003 1:28 PM PT",Computing,"August 27, 2026 01:47:01 AM","Responding to doubts about its claim that its Unix source code was illegally incorporated into Linux by IBM, SCO put some of the actual code in question on display for Unix conference attendees this week. Lines of the code, which SCO displayed during a slide presentation on its suit against IBM, apparently have served both to bolster the company's complaints about copyright infringement and to cast doubt on the company's ownership claims.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sco-undercuts-1.jpg,images/scos-evidence-raises-questions-about-case-31386.jpg,https://www.technewsworld.com/story/scos-evidence-raises-questions-about-case-31386.html
seagate-ships-hard-drives-made-for-video-31469,Seagate Ships Hard Drives Made for Video,Kirk L. Kroeker,"August 29, 2003 3:02 PM PT",Hardware,"August 27, 2026 01:48:53 AM","Hard-drive maker Seagate is shipping new hard drives that use a new digital video standard that, according to the company, makes them better able to store streaming video for digital video recorders. Seagate's new hard drives are among the industry's first to implement the new streaming command-set adopted by the T-13 technical committee, which is responsible for all interface standards relating to the popular ATA storage interface. The company said it will be shipping the new drives to eight DVR makers, including Toshiba, Thomson, Sony and Pioneer.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/hard-drive-generic-2.jpg,images/seagate-ships-hard-drives-made-for-video-31469.jpg,https://www.technewsworld.com/story/seagate-ships-hard-drives-made-for-video-31469.html
sgi-introduces-quad-processor-workstation-21819,SGI Introduces Quad-Processor Workstation,Kirk L. Kroeker,"July 14, 2003 11:23 AM PT",Hardware,PRODUCT PROFILE,"SGI has announced a new workstation designed for visualization, multiprocessing and digital media. Called the Tezro, the workstation can be configured with up to four 700-MHz MIPS RISC processors, each with 4 MB of Level-2 cache. SGI designed the VPro chipset for handling advanced modeling, 3D lighting and large textures. The Tezro also can display large data sets at high resolution and can support four simultaneous, synchronized monitors.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sgi-tezro-1.jpg,images/sgi-introduces-quad-processor-workstation-21819.jpg,https://www.technewsworld.com/story/sgi-introduces-quad-processor-workstation-21819.html
sgi-removes-code-rebuffs-sco-31769,"SGI Removes Code, Rebuffs SCO",Jay Lyman,"October 6, 2003 9:58 AM PT",Computing,"August 27, 2026 01:56:58 AM","SGI, the latest distributor of Linux under fire from SCO Group and its source-code claims, has met SCO's threat to pull SGI's license for Irix by removing portions of the code in question and counterclaiming that SCO's position is ""absurd."" Mountain View, California-based SGI's vice president of software, Rich Altmaier, wrote in the ""Letter to the Linux Community"" that his company has carried out a ""rigorous internal process to ensure that all software contributed by SGI represents code we are legally entitled to release as open source.""",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sco-sgi.jpg,images/sgi-removes-code-rebuffs-sco-31769.jpg,https://www.technewsworld.com/story/sgi-removes-code-rebuffs-sco-31769.html
sgi-unveils-update-to-opengl-graphics-spec-31208,SGI Unveils Update to OpenGL Graphics Spec,Jay Lyman,"July 28, 2003 2:15 PM PT",Computing,,"Enhancements to the OpenGL application programming interface will mean faster rendering and more realistic graphics in conjunction with the latest graphics hardware, according to SGI, which has unveiled the OpenGL 1.5 specification. SGI and the OpenGL Architecture Review Board said the 1.5 update includes the new OpenGL Shading Language, which will enable graphics cards from any vendor on any platform to use the language. ""OpenGL 1.5 and the OpenGL Shading Language in particular, does for the next generation of graphics what OpenGL did for the first generation in the early 1990s,"" said Shawn Underwood of the Visual Systems Group at SGI.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sgi-opengl1.5-1.jpg,images/sgi-unveils-update-to-opengl-graphics-spec-31208.jpg,https://www.technewsworld.com/story/sgi-unveils-update-to-opengl-graphics-spec-31208.html
sharp-rolls-out-mebius-pc-rd3d-laptop-with-3d-display-31567,Sharp Rolls Out Mebius PC-RD3D Laptop with 3D Display,Jay Lyman,"September 12, 2003 9:36 AM PT",Hardware,"August 27, 2026 01:51:59 AM","Coming to a notebook near you -- it's 3D display technology from Sharp. But industry observers say it is likely to be a slow start for the Mebius PC-RD3D notebook, which the electronics giant is planning to release in Japan next month and in the United States by the end of the year. Sharp said its 15-inch, three-dimensional LCD display, which allows true 3D viewing without special glasses, controls the direction in which light leaves the display, delivering different images to the left and right eyes.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sharp-mebius-pc-rd3d.jpg,images/sharp-rolls-out-mebius-pc-rd3d-laptop-with-3d-display-31567.jpg,https://www.technewsworld.com/story/sharp-rolls-out-mebius-pc-rd3d-laptop-with-3d-display-31567.html
sierra-wireless-announces-microsoft-smartphone-for-2004-31799,Sierra Wireless Announces Microsoft Smartphone for 2004,Kirk L. Kroeker,"October 8, 2003 1:42 PM PT",Technology,,"Sierra Wireless has announced a new line of phones that will use Microsoft's Windows Mobile operating system. The first of the Voq line of phones, which will include a flip-open computer-style thumbpad for text entry, is expected to become available in 2004, providing ""compelling voice and data functionality in a single, pocketable device,"" Sierra Wireless said. The Voq phones will use Microsoft's Smartphone software and will include hardware and software innovations for information navigation and retrieval, text entry and e-mail access.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sierra-smart-phone.jpg,images/sierra-wireless-announces-microsoft-smartphone-for-2004-31799.jpg,https://www.technewsworld.com/story/sierra-wireless-announces-microsoft-smartphone-for-2004-31799.html
small-changes-in-ai-models-can-produce-big-energy-savings-179831,Small Changes in AI Models Can Yield Big Energy Savings,John P. Mello Jr.,"July 16, 2025 5:00 AM PT",Artificial Intelligence,,"A UNESCO report finds that smaller AI models, shorter prompts, and compression can cut energy use by over 90% while improving efficiency and cost savings.",https://www.technewsworld.com/wp-content/uploads/sites/3/2025/02/green-energy-data-center.jpg,images/small-changes-in-ai-models-can-produce-big-energy-savings-179831.jpg,https://www.technewsworld.com/story/small-changes-in-ai-models-can-produce-big-energy-savings-179831.html
sobig-f-piles-on-the-worm-effect-31408,SoBig.F Piles On the Worm Effect,Jay Lyman,"August 22, 2003 2:36 PM PT",Security,,"At the tail end of what could be called this summer's ""Worm Week,"" antivirus and security experts watched carefully as the spreading SoBig.F variant flooded in-boxes around the Internet with millions of virus-laden e-mails. Antivirus researchers said the worm, which was set to activate a barrage of e-mail from infected machines Friday, was not especially alarming but did take advantage of previous worms Blaster and Nachi and generated massive amounts of e-mail during its rampage.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/SoBigF-infects-china.jpg,images/sobig-f-piles-on-the-worm-effect-31408.jpg,https://www.technewsworld.com/story/sobig-f-piles-on-the-worm-effect-31408.html
sobig-fbi-probe-continues-amid-ongoing-concern-31430,SoBig FBI Probe Continues Amid Ongoing Concern,Jay Lyman,"August 26, 2003 10:22 AM PT",Security,,"As law enforcement officials continue their search for the origin of the SoBig.F computer worm that clogged servers and networks last week, security experts are watching for the next variant and worrying that antivirus defenses might be flawed. While the outbreak might have both home and corporate computer users on guard, it is also signaling to some the need for a change in antivirus protection, which is based on a sometimes-slow process of updating virus definitions to identify and block threats.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/SoBigF-infects-china.jpg,images/sobig-fbi-probe-continues-amid-ongoing-concern-31430.jpg,https://www.technewsworld.com/story/sobig-fbi-probe-continues-amid-ongoing-concern-31430.html
socially-intelligent-software-agents-go-mainstream-31172,Socially Intelligent Software: Agents Go Mainstream,Gene J. Koprowski,"July 23, 2003 7:36 AM PT",Applications,TECHNOLOGY SPECIAL REPORT,"Software agents are beginning to emerge from their initial status as a computing and communications curiosity, and are providing customer service on the Net for major companies like Microsoft and Symantec. While the popular conception of an agent is a cartoon character who interacts with a Web site visitor, today's technologies are much more sophisticated than that. Venture investors are eying the agent niche -- and its associated artificial intelligence and linguistics technologies -- as a possible major market opportunity.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/3dimensional-2.jpg,images/socially-intelligent-software-agents-go-mainstream-31172.jpg,https://www.technewsworld.com/story/socially-intelligent-software-agents-go-mainstream-31172.html
sony-unveils-8-megapixel-digital-camera-31358,Sony Unveils 8-Megapixel Digital Camera,Kirk L. Kroeker,"August 15, 2003 2:37 PM PT",Technology,PRODUCT PROFILE,"Sony's digital camera line has reached new resolution levels with the release of the 8-megapixel Cybershot DSC-F828. The new camera is encased in a black, magnesium-alloy body, and is the first to incorporate Sony's recently announced four-color filter technology. Recognizing that current digital cameras borrow a nearly 40-year-old color-reproduction system developed for televisions and computer displays -- namely RGB, standing for red, green and blue -- Sony began developing a new color filter early last year to improve color accuracy.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sony-dsc-f828-1.jpg,images/sony-unveils-8-megapixel-digital-camera-31358.jpg,https://www.technewsworld.com/story/sony-unveils-8-megapixel-digital-camera-31358.html
sophos-goes-after-zombies-with-new-service-44765,Sophos Goes After Zombies With New Service,Jay Lyman,"July 19, 2005 7:22 AM PT",Security,,"The growing number of compromised computers known as ""zombies,"" as well as the growing danger these hijacked systems and networks can bring, have prompted anti-virus company Sophos to provide a service that finds the often quiet, malicious code. Experts agreed that zombies, which are typically ceded to attackers through software programs such as Trojans, are a growing issue and are adding to spam, denial of service and other attacks and illegal money-making schemes.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/2004-security-1.jpg,,https://www.technewsworld.com/story/sophos-goes-after-zombies-with-new-service-44765.html
space-for-rent-trends-in-colocation-31558,Space for Rent: Trends in Colocation,David Halperin,"September 12, 2003 4:18 AM PT",Security,,"Colocation. Co-location. Colo. Collocation from the Latin collocare. It's one of those words we can't make up our minds how to spell. But they all mean the same thing in IT terms: the practice of housing servers -- usually Web or telecommunications servers -- in secure, well-connected facilities. Strictly speaking, colocation applies to an arrangement in which the customer's own servers are installed on the colocation provider's premises, but management of those servers remains in the hands of their owner.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/web-hosting-1.jpg,images/space-for-rent-trends-in-colocation-31558.jpg,https://www.technewsworld.com/story/space-for-rent-trends-in-colocation-31558.html
spam-filtering-and-the-plague-of-false-positives-31703,Spam Filtering and the Plague of False Positives,Gene J. Koprowski,"September 30, 2003 4:13 AM PT",Hardware,,"Jeff Schwartz recently received an inquiry from a senior executive at a major wireless telephone carrier, asking if he could provide some product information about the software his company produces. ""So I e-mailed it,"" Schwartz told TechNewsWorld. But it never arrived. ""I sent it two more times,"" he said. Still, the message didn't make it through. ""Finally, I printed it out and snail-mailed it to him,"" said Schwartz. The culprit was a spam filter.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/email-spam-1.jpg,images/spam-filtering-and-the-plague-of-false-positives-31703.jpg,https://www.technewsworld.com/story/spam-filtering-and-the-plague-of-false-positives-31703.html
spammers-fight-back-with-denial-of-service-attacks-31688,Spammers Fight Back with Denial-of-Service Attacks,Jay Lyman,"September 26, 2003 9:45 AM PT",Security,"August 27, 2026 01:55:13 AM","In the face of increasingly tougher state and federal law that includes fines as heavy as $1 million and potential jail time, spammers are hitting back by attacking antispam Web sites known for assisting administrators in the fight against unwanted commercial e-mail. The latest activity -- both from lawmakers anxious to crack down on the mass-mailing tactic and from spammers who are employing more aggressive tactics like viruses and denial-of-service attacks -- marks a distinct escalation in the war over spam.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/spam-denial-of-service.jpg,images/spammers-fight-back-with-denial-of-service-attacks-31688.jpg,https://www.technewsworld.com/story/spammers-fight-back-with-denial-of-service-attacks-31688.html
split-decision-on-sco-impact-response-31213,"Split Decision on SCO Impact, Response",Jay Lyman,"July 29, 2003 8:57 AM PT",Computing,"August 27, 2026 01:41:06 AM","The perceived impact of the Linux licensing claims from Unix software maker SCO on enterprise use of the open-source OS, much like the recommended response to SCO, is split, according to industry analysts. The legal posturing in the dispute, which began when SCO filed suit in March against IBM, claiming Unix source code from SCO was unlawfully incorporated into Linux iterations from Big Blue, continued as IBM echoed a legal argument based on the Linux General Public License.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/ibm-linux-sco-2.jpg,images/split-decision-on-sco-impact-response-31213.jpg,https://www.technewsworld.com/story/split-decision-on-sco-impact-response-31213.html
spotlight-forces-exit-of-new-zealand-spam-king-31421,Spotlight Forces Exit of New Zealand Spam King,Jay Lyman,"August 25, 2003 1:21 PM PT",Security,,"A New Zealand man who bore the brunt of the recent backlash against spam has said he is leaving the business that fills e-mail boxes with solicitations and suspect messages. After an article in a local newspaper identified him as a major spammer, Shane Atkinson said he was inundated with threatening phone calls and had his personal information posted on the Internet. Atkinson's outing might have been more effective at deterring the ""spam king"" than any of the many U.S. legislative efforts to stem the tide of unwanted e-mail.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/spammer-running-1.jpg,images/spotlight-forces-exit-of-new-zealand-spam-king-31421.jpg,https://www.technewsworld.com/story/spotlight-forces-exit-of-new-zealand-spam-king-31421.html
spreading-sobig-f-variant-fastest-outbreak-ever-31393,Spreading SoBig.F Variant Fastest Outbreak Ever,Jay Lyman,"August 21, 2003 8:36 AM PT",Security,,"The spread of the latest SoBig computer worm variant, called SoBig.F, now is being called the fastest outbreak ever. The worm marks the continuation of a recent onslaught of attacks that included previous worms Nachi and Blaster. Security experts said SoBig.F has spread rapidly across North America, Europe and Asia because users were duped by its ability to spoof the sender, which makes the worm appear to come from a known source. The SoBig variant marks a trend of junk e-mail or spamming tools used in concert with computer worms.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/microsoft-worm-1.jpg,images/spreading-sobig-f-variant-fastest-outbreak-ever-31393.jpg,https://www.technewsworld.com/story/spreading-sobig-f-variant-fastest-outbreak-ever-31393.html
sprint-releases-new-phone-enabled-pocket-pc-31183,Sprint Releases New Phone-Enabled Pocket PC,Jay Lyman,"July 24, 2003 8:07 AM PT",Computing,,"Sprint has unveiled a Windows Mobile-based PCS phone -- developed by Hitachi -- that touts the familiarity of the Microsoft Windows computing environment and the ability to communicate and connect to the Internet in a single, converged device. The Hitachi G1000 combines the Pocket PC Phone Edition operating system with Sprint's nationwide network and all the capabilities of a PCS phone. The company sees the device as an evolutionary step forward in converged devices, Sprint spokesperson Suzanne Lammers told TechNewsWorld.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/hitachi-g1000pcsph-2.jpg,images/sprint-releases-new-phone-enabled-pocket-pc-31183.jpg,https://www.technewsworld.com/story/sprint-releases-new-phone-enabled-pocket-pc-31183.html
sun-and-suse-ally-on-java-linux-31249,"Sun and SuSE Ally on Java, Linux",Jay Lyman,"August 1, 2003 9:02 AM PT",Computing,,"Users of Sun Microsystems' hardware will now have another open-source software option thanks to an alliance between Sun and SuSE. Sun will sell and support SuSE Linux Enterprise Server 8 on Sun's x86 systems. According to the deal, SuSE will become a Java 2 Standard Edition licensee and will distribute Sun's Java Virtual Machine application environment with its line of Linux products. The move is part of Sun's open-source strategy and the company's overt recognition of the growing market for Linux systems.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/sun-suse-linux-java-1.jpg,images/sun-and-suse-ally-on-java-linux-31249.jpg,https://www.technewsworld.com/story/sun-and-suse-ally-on-java-linux-31249.html
suns-solaris-update-includes-open-source-option-31228,Sun's Solaris Update Includes Open-Source Option,Jay Lyman,"July 30, 2003 1:56 PM PT",Hardware,,"The latest update to Sun Microsystems' Solaris operating system includes the option of using the open-source Gnome desktop interface, but the network computing giant is still sending mixed signals on open source and Linux, according to industry analysts. After all, the default user interface will still be Sun's Common Desktop Environment. The release, called Solaris 9 8/03, is scheduled for August 13th and will include support for Sparc- and x86-based systems.",https://www.technewsworld.com/wp-content/uploads/sites/3/2021/05/gnome-sun-microsystems-1.jpg,images/suns-solaris-update-includes-open-source-option-31228.jpg,https://www.technewsworld.com/story/suns-solaris-update-includes-open-source-option-31228.html
super-cool-ibm-links-cryogenic-modules-to-scale-quantum-computing-180508,Super Cool: IBM Links Quantum Fridges in Push to Scale Qubits,John P. Mello Jr.,"August 19, 2026 5:00 AM PT",Emerging Tech,,IBM’s linked cryogenic modules mark a step toward scaling quantum computers as it pursues fault-tolerant Quantum Starling by 2029.,https://www.technewsworld.com/wp-content/uploads/sites/3/2025/06/IBM-Quantum-Starling-Render.jpg,images/super-cool-ibm-links-cryogenic-modules-to-scale-quantum-computing-180508.jpg,https://www.technewsworld.com/story/super-cool-ibm-links-cryogenic-modules-to-scale-quantum-computing-180508.html
